product_id;product_name;discounted_price;actual_price;discount_percentage;rating;rating_count;main_category;sub_category;product_type;savings;price_range;rating_category;review_count;sentiment_mean;pct_positif;pct_negatif;sentiment_label
B086394NY5;TABLE MAGIC Multipurpose Laptop Table Mat Finish Top Work at Home Study Table (TM Regular- Black) (Alloy Steel);1399;2490;44;4,3;11074;Computers&Accessories;Accessories&Peripherals;LaptopAccessories;1091;Mid-range 500-2000;Bon;8;0,440433333;77,8;0;Positif
B017PDR9N0;GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder, Desktop Stand, Cradle, Dock for iPad, Smartphone, Kindle, E-Reader, Fully Foldable, Adjustable Angle, Anti-Slip Pads, Black;149;499;70;4,1;25607;Computers&Accessories;Accessories&Peripherals;Stands;350;Budget <500;Moyen;8;0,485933333;88,9;0;Positif
B07NC12T2R;boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Blue);1799;4990;64;4,2;41226;Electronics;HomeAudio;BluetoothSpeakers;3191;Mid-range 500-2000;Bon;8;0,175266;60;8;Positif
B07WKBD37W;ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A, 250V Protected Electrical Plug for Laptops, Cameras (White);425;999;57;4;2581;HomeImprovement;Electrical;Adapters&Multi-Outlets;574;Budget <500;Moyen;8;0,282954545;54,5;18,2;Positif
B08JMC1988;"boAt Stone 180 5W Bluetooth Speaker with Upto 10 Hours Playback, 1.75"" Driver, IPX7 & TWS Feature(Black)";999;2490;60;4,1;18331;Electronics;HomeAudio;OutdoorSpeakers;1491;Mid-range 500-2000;Moyen;8;0,25409;70;20;Positif
B09GFN8WZL;Portronics Ruffpad 8.5M Multicolor LCD Writing Pad with Screen 21.5cm (8.5-inch) for Drawing, Playing, Handwriting Gifts for Kids & Adults, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black);378;999;62;4,1;1779;Computers&Accessories;Accessories&Peripherals;GraphicTablets;621;Budget <500;Moyen;8;0,470077778;100;0;Positif
B095X38CJS;BRUSTRO Copytinta Coloured Craft Paper A4 Size 80 GSM Mixed Bright Colour 40 Sheets Pack (10 cols X 4 Sheets) Double Side Color for Office Printing, Art and Craft.;99;99;0;4,3;388;OfficeProducts;OfficePaperProducts;ColouredPaper;0;Budget <500;Bon;8;0,483675;87,5;12,5;Positif
B07ZKD8T1Q;Cuzor 12V Mini ups for WiFi Router | Power Backup up to 4 Hours | Replaceable Battery | Ups for Wi-Fi Router and Modem | Ups for Router up to 2A | ups for uninterrupted wi-fi;1499;2999;50;4,5;8656;Computers&Accessories;NetworkingDevices;Routers;1500;Mid-range 500-2000;Excellent;8;0,391957143;71,4;7,1;Positif
B07G3YNLJB;Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1);1815;3100;41;4,5;92925;Computers&Accessories;Components;InternalSolidStateDrives;1285;Mid-range 500-2000;Excellent;8;0,218684;56;0;Positif
B00P93X2H6;Classmate Pulse Spiral Notebook - 240 mm x 180 mm, Soft Cover, 200 Pages, Unruled;67;75;11;4,1;1269;OfficeProducts;OfficePaperProducts;CompositionNotebooks;8;Budget <500;Moyen;8;0,4616375;87,5;0;Positif
B0798PJPCL;Portronics My buddy plus Adjustable Laptop cooling Table (Brown);1889;2699;30;4,3;17394;Computers&Accessories;Accessories&Peripherals;Lapdesks;810;Mid-range 500-2000;Bon;8;0,285434783;60,9;8,7;Positif
B09GFWJDY1;ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with Supporting Bluetooth v5.0, Voice Assistant, Rapid Charge, Call Function & Magnetic Earpiece, with mic (Metallic Blue);499;1499;67;3,6;9169;Electronics;Headphones,Earbuds&Accessories;In-Ear;1000;Budget <500;Moyen;8;0,450969231;92,3;0;Positif
B09MZ6WZ6V;INOVERA World Map Extended Anti Slip Rubber Gaming Stitched Mouse Pad Desk Mat for Computer Laptop (Black, 900L x 400B x 2H mm);499;999;50;4,4;1030;Computers&Accessories;Accessories&Peripherals;MousePads;500;Budget <500;Bon;8;0,311190909;81,8;0;Positif
B094QZLJQ6;Seagate One Touch 2TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Services, and 4 Months Adobe CC Photography (STKY2000400);5799;7999;28;4,5;50273;Computers&Accessories;ExternalDevices&DataStorage;ExternalHardDisks;2200;Premium 2000-10000;Excellent;8;0,28823;60;10;Positif
B07L3NDN24;ZEBRONICS Zeb-Fame 5watts 2.0 Multi Media Speakers with AUX, USB and Volume Control (Black);499;799;38;3,9;6742;Electronics;HomeAudio;MultimediaSpeakerSystems;300;Budget <500;Moyen;8;0,334388889;77,8;0;Positif
B08WD18LJZ;TVARA LCD Writing Tablet 8.5 Inch E-Note Pad LCD Writing Tablet, Kids Drawing Pad 8.5 Inch Doodle Board, Toddler Boy and Girl Learning Gift for 3 4 5 6 Years Old, Black;249;600;59;4;1208;Computers&Accessories;Accessories&Peripherals;GraphicTablets;351;Budget <500;Moyen;8;0,5312;90;0;Positif
B06XDKWLJH;Western Digital WD 1.5TB Elements Portable Hard Disk Drive, USB 3.0, Compatible with PC, PS4 and Xbox, External HDD (WDBU6Y0015BBK-WESN);4449;5734;22;4,4;25006;Computers&Accessories;ExternalDevices&DataStorage;ExternalHardDisks;1285;Premium 2000-10000;Bon;8;0,2589375;75;12,5;Positif
B01J1CFO5I;Redgear MP35 Speed-Type Gaming Mousepad (Black/Red);299;550;46;4,6;33434;Computers&Accessories;Accessories&Peripherals;Gamepads;251;Budget <500;Excellent;8;0,489976923;84,6;0;Positif
B07J2NGB69;Lenovo 400 Wireless Mouse, 1200DPI Optical Sensor, 2.4GHz Wireless Nano USB, 3-Button (Left,Right,Scroll) Upto 8M Left/Right & 100K Scroll clicks & 1yr Battery, Ambidextrous, Ergonomic GY50R91293;629;1390;55;4,4;6301;Computers&Accessories;Accessories&Peripherals;Mice;761;Mid-range 500-2000;Bon;8;0,449375;87,5;12,5;Positif
B00MUTWLW4;Logitech K480 Wireless Multi-Device Keyboard for Windows, macOS, iPadOS, Android or Chrome OS, Bluetooth, Compact, Compatible with PC, Mac, Laptop, Smartphone, Tablet - Black;2595;3295;21;4,4;22618;Computers&Accessories;Accessories&Peripherals;Keyboards;700;Premium 2000-10000;Bon;8;0,170222727;68,2;18,2;Positif
B017NC2IPM;RESONATE RouterUPS CRU12V2A | Zero Drop | UPS for WiFi Router | Mini UPS | Up to 4 Hours PowerBackup | Battery Replacement Program | Router UPS Compatible with 12V <2A Routers, FTTH, Modem, Set Top Box, Alexa, Mini Camera;1799;2911;38;4,3;20342;Computers&Accessories;NetworkingDevices;Routers;1112;Mid-range 500-2000;Bon;8;0,265688889;55,6;16,7;Positif
B00N1U7JXM;"3M Post-it Sticky Note Cube, 200 Sheets (4 Colors x 50 Sheets) | 3"" x 3"" Size | For notes, reminders, study, school and organizing";90;175;49;4,4;7429;OfficeProducts;OfficePaperProducts;Notepads&MemoBooks;85;Budget <500;Bon;8;0,45625;75;0;Positif
B08HQL67D6;OFIXO Multi-Purpose Laptop Table/Study Table/Bed Table/Foldable and Portable Wooden/Writing Desk (Wooden);599;599;0;4;26423;Computers&Accessories;Accessories&Peripherals;Lapdesks;0;Mid-range 500-2000;Moyen;8;0,557057143;92,9;0;Positif
B09RKFBCV7;"Fire-Boltt Ninja Calling 1.69"" Bluetooth Calling Smart Watch, Dial Pad, Speaker, AI Voice Assistant with 450 NITS Peak Brightness, Wrist Gaming & 100+ Watch Faces with SpO2, HR, Multiple Sports Mode";1999;7999;75;4,2;31305;Electronics;WearableTechnology;SmartWatches;6000;Mid-range 500-2000;Bon;8;0,405872727;81,8;0;Positif
B08KHM9VBJ;Airtel AMF-311WW Data Card (Black), 4g Hotspot Support with 2300 Mah Battery;2099;3250;35;3,8;11213;Computers&Accessories;NetworkingDevices;DataCards&Dongles;1151;Premium 2000-10000;Moyen;8;0,178457143;64,3;21,4;Positif
B01IOZUHRS;Gizga Essentials Laptop Power Cable Cord- 3 Pin Adapter Isi Certified(1 Meter/3.3 Feet);179;499;64;4,1;10174;Computers&Accessories;Accessories&Peripherals;LaptopChargers&PowerSupplies;320;Budget <500;Moyen;8;0,531177778;88,9;0;Positif
B00CEQEGPI;Logitech MK270r USB Wireless Keyboard and Mouse Set for Windows, 2.4 GHz Wireless, Spill-resistant Design, 8 Multimedia & Shortcut Keys, 2-Year Battery Life, PC/Laptop- Black;1345;2295;41;4,2;17413;Computers&Accessories;Accessories&Peripherals;Keyboard&MouseSets;950;Mid-range 500-2000;Bon;8;0,162280435;56,5;15,2;Positif
B08B6XWQ1C;DIGITEK® (DTR-200MT) (18 CM) Portable & Flexible Mini Tripod with Mobile Holder & 360 Degree Ball Head, For Smart Phones, Compact Cameras, GoPro, Maximum Operating Height: 7.87 Inch, Maximum Load Upto: 1 kgs;349;995;65;4,2;6676;Electronics;Cameras&Photography;TripodLegs;646;Budget <500;Bon;8;0,3645625;87,5;0;Positif
B01DGVKBC6;FEDUS Cat6 Ethernet Cable, 10 Meter High Speed 550MHZ / 10 Gigabit Speed UTP LAN Cable, Network Cable Internet Cable RJ45 Cable LAN Wire, Patch Computer Cord Gigabit Category 6 Wires for Modem, Router;287;499;42;4,4;8076;Computers&Accessories;Accessories&Peripherals;EthernetCables;212;Budget <500;Bon;8;0,4980875;87,5;12,5;Positif
B08JD36C6H;Kingston DataTraveler Exodia DTX/32 GB Pen Drive USB 3.2 Gen 1 (Multicolor);349;450;22;4,1;18656;Computers&Accessories;ExternalDevices&DataStorage;PenDrives;101;Budget <500;Moyen;8;0,54369;90;0;Positif
B00E3DVQFS;Duracell Rechargeable AA 2500mAh Batteries, 4 Pcs;879;1109;21;4,4;31599;Electronics;GeneralPurposeBatteries&BatteryChargers;DisposableBatteries;230;Mid-range 500-2000;Bon;8;0,381933333;93,3;0;Positif
B00BN5SNF0;ENVIE® (AA10004PLNi-CD) AA Rechargeable Batteries, Low Self Discharge, AA 1000mAh Ni-CD (Pack of 4);250;250;0;3,9;13971;Electronics;GeneralPurposeBatteries&BatteryChargers;RechargeableBatteries;0;Budget <500;Moyen;8;0,1168;44,4;11,1;Positif
B09SGGRKV8;ZEBRONICS Zeb-Buds 30 3.5Mm Stereo Wired in Ear Earphones with Mic for Calling, Volume Control, Multifunction Button, 14Mm Drivers, Stylish Eartip,1.2 Meter Durable Cable and Lightweight Design(Red);199;499;60;3,6;2492;Electronics;Headphones,Earbuds&Accessories;In-Ear;300;Budget <500;Moyen;8;0,295388889;100;0;Positif
B084BR3QX8;LAPSTER Accessories Power Cable Cord 2 Pin Laptop Adapter and Tape Recorder 1.5M;149;999;85;3,5;2523;Computers&Accessories;Accessories&Peripherals;LaptopChargers&PowerSupplies;850;Budget <500;Moyen;8;0,4410125;75;12,5;Positif
B09VC2D2WG;Portronics Ruffpad 12E Re-Writable LCD Writing Pad with 30.4cm (12 inch) Writing Area, Single Tap Erase, Smart Lock, Long Battery Life, India's first notepad to save and share your child's first creatives via Ruffpad app on your Smartphone(Black);469;1499;69;4,1;352;Computers&Accessories;Accessories&Peripherals;GraphicTablets;1030;Budget <500;Moyen;8;0,33416;80;0;Positif
B09163Q5CD;Verilux® USB C Hub Multiport Adapter- 6 in 1 Portable Aluminum Type C Hub with 4K HDMI Output, USB 2.0/3.0 Ports, SD/Micro SD Card Reader Compatible for MacBook Pro 2016-2020, MacBook Air 2018-2020, Type-C Devices;1187;1929;38;4,1;1662;Computers&Accessories;Accessories&Peripherals;USBHubs;742;Mid-range 500-2000;Moyen;8;0,197252381;57,1;9,5;Positif
B08K9PX15C;Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights;849;1499;43;4;7352;Computers&Accessories;Accessories&Peripherals;PCSpeakers;650;Mid-range 500-2000;Moyen;8;0,475;100;0;Positif
B083RD1J99;HP Wired Mouse 100 with 1600 DPI Optical Sensor, USB Plug-and -Play,ambidextrous Design, Built-in Scrolling and 3 Handy Buttons. 3-Years Warranty (6VY96AA);328;399;18;4,1;3441;Computers&Accessories;Accessories&Peripherals;Mice;71;Budget <500;Moyen;8;0,381426667;80;0;Positif
B09Z7YGV3R;Anjaney Enterprise Smart Multipurpose Foldable Laptop Table with Cup Holder, Study Table, Bed Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip (Black);269;699;62;4;93;Computers&Accessories;Accessories&Peripherals;Lapdesks;430;Budget <500;Moyen;8;0,145377778;66,7;11,1;Positif
B00N3XLDW0;ENVIE ECR-20 Charger for AA & AAA Rechargeable Batteries;299;400;25;3,8;40895;Electronics;Cameras&Photography;BatteryChargers;101;Budget <500;Moyen;8;0,252623077;61,5;0;Positif
B07Z53L5QL;"ProElite Faux Leather Smart Flip Case Cover for Apple iPad 10.2"" 9th Gen (2021) / 8th Gen / 7th Gen with Stylus Pen, Black";549;1499;63;4,3;11006;Computers&Accessories;Accessories&Peripherals;Cases;950;Mid-range 500-2000;Bon;8;0,462838462;100;0;Positif
B00P93X0VO;Classmate Pulse 6 Subject Notebook - Unruled, 300 Pages, Spiral Binding, 240mm*180mm;114;120;5;4,2;8938;OfficeProducts;OfficePaperProducts;WireboundNotebooks;6;Budget <500;Bon;8;0,365566667;75;8,3;Positif
B07SBGFDX9;Pentonic Multicolor Ball Point Pen, Pack of 10;120;120;0;4,1;4308;OfficeProducts;OfficePaperProducts;StickBallpointPens;0;Budget <500;Moyen;8;0,312655556;77,8;11,1;Positif
B07X2L5Z8C;Logitech Pebble M350 Wireless Mouse with Bluetooth or USB - Silent, Slim Computer Mouse with Quiet Click for Laptop, Notebook, PC and Mac - Graphite;1490;2295;35;4,6;10652;Computers&Accessories;Accessories&Peripherals;Mice;805;Mid-range 500-2000;Excellent;8;0,279391304;56,5;8,7;Positif
B00VA7YYUO;Apsara Platinum Pencils Value Pack - Pack of 20;99;99;0;4,3;5036;Home&Kitchen;CraftMaterials;WoodenPencils;0;Budget <500;Bon;8;0,60625;87,5;0;Positif
B07L9FW9GF;Zebronics Zeb-Power Wired USB Mouse, 3-Button, 1200 DPI Optical Sensor, Plug & Play, for Windows/Mac;149;249;40;4;5057;Computers&Accessories;Accessories&Peripherals;Mice;100;Budget <500;Moyen;8;0,470084615;100;0;Positif
B08D64C9FN;Ant Esports GM320 RGB Optical Wired Gaming Mouse | 8 Programmable Buttons | 12800 DPI;575;2799;79;4,2;8537;Computers&Accessories;Accessories&Peripherals;GamingMice;2224;Mid-range 500-2000;Bon;8;0,435672222;66,7;0;Positif
B00LOD70SC;Pilot V7 Liquid Ink Roller Ball Pen (2 Blue + 1 Black);178;210;15;4,3;2450;OfficeProducts;OfficePaperProducts;RetractableBallpointPens;32;Budget <500;Bon;8;0,545908333;91,7;0;Positif
B09X76VL5L;boAt Airdopes 191G True Wireless Earbuds with ENx™ Tech Equipped Quad Mics, Beast™ Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP™, Appealing Case LEDs(Sport Blue);1599;3490;54;3,7;676;Electronics;Headphones,Earbuds&Accessories;In-Ear;1891;Mid-range 500-2000;Moyen;8;0,237233333;66,7;8,3;Positif
B091JF2TFD;Boult Audio BassBuds Oak in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Brown);499;1299;62;3,9;1173;Electronics;Headphones,Earbuds&Accessories;In-Ear;800;Budget <500;Moyen;8;0,212466667;66,7;13,3;Positif
B07S7DCJKS;IT2M Designer Mouse Pad for Laptop/Computer (9.2 X 7.6 Inches, 12788);199;499;60;4,3;9998;Computers&Accessories;Accessories&Peripherals;MousePads;300;Budget <500;Bon;8;0,497641667;75;0;Positif
B09NC2TY11;"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, Stock Market Info Smartwatch for Men & Women (Olive Green)";2499;5999;58;4,1;5852;Electronics;WearableTechnology;SmartWatches;3500;Premium 2000-10000;Moyen;8;0,58134;90;0;Positif
B0BDS8MY8J;Lapster Caddy for ssd and HDD, Optical Bay 2nd Hard Drive Caddy, Caddy 9.5mm for Laptop;199;999;80;4,2;362;Computers&Accessories;Components;InternalHardDrives;800;Budget <500;Bon;8;0,310126667;73,3;0;Positif
B09X7DY7Q4;SanDisk Extreme SD UHS I 64GB Card for 4K Video for DSLR and Mirrorless Cameras 170MB/s Read & 80MB/s Write;939;1800;48;4,5;205052;Electronics;Accessories;MicroSD;861;Mid-range 500-2000;Excellent;8;0,29473;80;0;Positif
B09YV575RK;Fire-Boltt Ring Pro Bluetooth Calling, 1.75” 320*385px High Res, IP68 & SpO2 Monitoring, Pin Code Locking Functionality & Split Screen Access, Built in Mic & Speaker for HD Calls, Black, Free Size;2499;9999;75;4;9090;Electronics;WearableTechnology;SmartWatches;7500;Premium 2000-10000;Moyen;8;0,528355556;100;0;Positif
B08LW31NQ6;Lenovo 600 Bluetooth 5.0 Silent Mouse: Compact, Portable, Dongle-Free Multi-Device connectivity with Microsoft Swift Pair | 3-Level Adjustable DPI up to 2400 | Battery Life: up to 1 yr;1439;2890;50;4,5;4099;Computers&Accessories;Accessories&Peripherals;Mice;1451;Mid-range 500-2000;Excellent;8;0,47644;86,7;0;Positif
B09ND94ZRG;Boult Audio Airbass Propods X TWS Bluetooth Truly Wireless in Ear Earbuds with Mic, 32H Playtime, Fast Charging Type-C, Ipx5 Water Resistant, Touch Controls and Voice Assistant (Red);1099;5999;82;3,5;12966;Electronics;Headphones,Earbuds&Accessories;In-Ear;4900;Mid-range 500-2000;Moyen;8;0,184594118;64,7;11,8;Positif
B00P93X6EK;Classmate Soft Cover 6 Subject Spiral Binding Notebook, Unruled, 300 Pages;157;160;2;4,5;4428;OfficeProducts;OfficePaperProducts;WireboundNotebooks;3;Budget <500;Excellent;8;0,47876;90;0;Positif
B0994GP1CX;"LS LAPSTER Quality Assured Universal Silicone 15.6"" Keyboard Protector Skin|| Keyboard Dust Cover|| Keyboard Skin for 15.6"" Laptop| 15.6"" Keyguard| (3.93 x 11.81 x 0.39 inches)";115;999;88;3,3;5692;Computers&Accessories;Accessories&Peripherals;DustCovers;884;Budget <500;Faible;8;0,346322222;88,9;11,1;Positif
B07H8W9PB6;KLAM LCD Writing Tablet Screenwriting Toys Board Smart Digital E-Note Pad 8.5 Inch Light Weight Magic Slate for Drawing Playing Noting by Kids and Adults Best Birthday Gift Girls Boys, Multicolor;175;499;65;4,1;21;Computers&Accessories;Accessories&Peripherals;GraphicTablets;324;Budget <500;Moyen;8;0,4249625;87,5;0;Positif
B09NNHFSSF;CP PLUS 2MP Full HD Smart Wi-fi CCTV Security Camera | 360° with Pan Tilt | Two Way Talk | Cloud Monitor | Motion Detect | Night Vision | Supports SD Card (Up to 128 GB) | Alexa & Ok Google | CP-E21A;1999;4700;57;3,8;1880;Electronics;Cameras&Photography;DomeCameras;2701;Mid-range 500-2000;Moyen;8;0,6615625;87,5;0;Positif
B08D9NDZ1Y;HP Deskjet 2331 Colour Printer, Scanner and Copier for Home/Small Office, Compact Size, Reliable, Easy Set-Up Through Smart App On Your Pc Connected Through USB, Ideal for Home.;3999;4332,96;8;3,5;21762;Computers&Accessories;Printers,Inks&Accessories;Printers;333,96;Premium 2000-10000;Moyen;8;0,087265217;56,5;26,1;Positif
B0085IATT6;D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black);899;1800;50;4,1;22375;Computers&Accessories;NetworkingDevices;Routers;901;Mid-range 500-2000;Moyen;8;0,335676923;69,2;15,4;Positif
B08WJ86PV2;RPM Euro Games Gaming Mousepad Speed Type Extended Large (Size - 800 mm x 300 mm x 3 mm);299;990;70;4,5;2453;Computers&Accessories;Accessories&Peripherals;MousePads;691;Budget <500;Excellent;8;0,387690909;90,9;0;Positif
B078HRR1XV;Wacom One by CTL-472/K0-CX Digital Drawing Graphics Pen Tablet (Red & Black) Small (6-inch x 3.5-inch)(15x8cm) | Battery Free Cordless Pen with 2048 Pressure Level;3303;4699;30;4,4;13544;Computers&Accessories;Accessories&Peripherals;GraphicTablets;1396;Premium 2000-10000;Bon;8;0,34958;90;0;Positif
B09P22HXH6;Lenovo 300 FHD Webcam with Full Stereo Dual Built-in mics | FHD 1080P 2.1 Megapixel CMOS Camera |Privacy Shutter | Ultra-Wide 95 Lens | 360 Rotation | Flexible Mount, Plug-n-Play | Cloud Grey;1890;5490;66;4,1;10976;Computers&Accessories;Accessories&Peripherals;Webcams;3600;Mid-range 500-2000;Moyen;8;0,441184615;92,3;7,7;Positif
B00LM4X3XE;Parker Quink Ink Bottle (Black);90;100;10;4,3;3061;OfficeProducts;OfficePaperProducts;BottledInk;10;Budget <500;Bon;8;0,37193;80;20;Positif
B09YLFHFDW;Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 360RA, Fast Pair, in-Ear Bluetooth Headset with mic for Phone Calls (Black);1599;2790;43;3,6;2272;Electronics;Headphones,Earbuds&Accessories;In-Ear;1191;Mid-range 500-2000;Moyen;8;0,120084211;47,4;21,1;Positif
B07YWS9SP9;Zebronics, ZEB-NC3300 USB Powered Laptop Cooling Pad with Dual Fan, Dual USB Port and Blue LED Lights;599;999;40;4;7601;Computers&Accessories;Accessories&Peripherals;CoolingPads;400;Mid-range 500-2000;Moyen;8;0,23295625;81,2;0;Positif
B08WLY8V9S;Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue);425;899;53;4,5;4219;Computers&Accessories;Accessories&Peripherals;MousePads;474;Budget <500;Excellent;8;0,22148;80;0;Positif
B0873L7J6X;Infinity (JBL Glide 510, 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Black);1499;3999;63;4,2;42775;Electronics;Headphones,Earbuds&Accessories;On-Ear;2500;Mid-range 500-2000;Bon;8;0,49154375;93,8;0;Positif
B07YNHCW6N;Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen 2020 7th Gen 2019 Generation Case - Black;549;2499;78;4,3;5556;Computers&Accessories;Accessories&Peripherals;Cases;1950;Mid-range 500-2000;Bon;8;0,3152375;75;12,5;Positif
B01MQ2A86A;Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Black;1295;1645;21;4,6;12375;Computers&Accessories;Accessories&Peripherals;Mice;350;Mid-range 500-2000;Excellent;8;0,359770588;70,6;0;Positif
B00KIE28X0;Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades;310;310;0;4,5;5882;Home&Kitchen;CraftMaterials;Paints;0;Budget <500;Excellent;8;0,444275;75;0;Positif
B0BHYJ8CVF;Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey);1149;1499;23;4,1;10443;Computers&Accessories;Accessories&Peripherals;Keyboard&MouseSets;350;Mid-range 500-2000;Moyen;8;0,297885714;78,6;7,1;Positif
B0BCVJ3PVP;SupCares Laptop Stand 7 Height Adjustable, Aluminium, Ventilated, Foldable, Portable Laptop Holder for Desk & Table Mount Upto 15.6 inch Laptop with Carry Pouch (Silver);499;1299;62;4,5;434;Computers&Accessories;Accessories&Peripherals;Lapdesks;800;Budget <500;Excellent;8;0,440175;91,7;8,3;Positif
B0B2931FCV;ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black);999;4199;76;3,5;1913;Electronics;Headphones,Earbuds&Accessories;In-Ear;3200;Mid-range 500-2000;Moyen;8;0,2002;78,6;0;Positif
B09TMZ1MF8;Western Digital WD Green SATA 240GB Internal SSD Solid State Drive - SATA 6Gb/s 2.5 inches - WDS240G3G0A;1709;4000;57;4,4;3029;Computers&Accessories;Components;InternalSolidStateDrives;2291;Mid-range 500-2000;Bon;8;0,366010526;68,4;10,5;Positif
B07VV37FT4;Classmate Octane Neon- 25 Blue Gel Pens | Smooth Writing Pens| Water-proof Ink For Smudge-free Writing| Preferred By Students For Exam & Class Notes| Study At Home Essential;250;250;0;4,2;2628;OfficeProducts;OfficePaperProducts;GelInkRollerballPens;0;Budget <500;Bon;8;0,4953125;87,5;0;Positif
B07JB2Y4SR;Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials;90;100;10;4,4;10718;Home&Kitchen;CraftMaterials;Pens;10;Budget <500;Bon;8;0,21865;60;30;Positif
B08KRMK9LZ;"Tukzer Stylus Pen, iPad Pencil with Palm Rejection Tilt Sensor| 2nd Gen for 2018-2022 iPad 6/7/8/9th Gen; iPad 10.2"", Pro 12.9/11"", Mini 6/5th, Air 5/4/3rd, Precise for Writing/Drawing (3 Spare Tips)";2025;5999;66;4,2;6233;Electronics;Mobiles&Accessories;StylusPens;3974;Premium 2000-10000;Bon;8;0,347742857;64,3;14,3;Positif
B08LT9BMPP;Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black;1495;1995;25;4,5;10541;Computers&Accessories;Accessories&Peripherals;GamingMice;500;Mid-range 500-2000;Excellent;8;0,2382;73,3;13,3;Positif
B0814ZY6FP;Zebronics ZEB-VITA Wireless Bluetooth 10W Portable Bar Speaker With Supporting USB, SD Card, AUX, FM, TWS & Call Function;899;1199;25;3,8;10751;Electronics;HomeAudio;BluetoothSpeakers;300;Mid-range 500-2000;Moyen;8;0,309745455;100;0;Positif
B09F3PDDRF;Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue);349;999;65;3,9;817;Computers&Accessories;Accessories&Peripherals;SATACables;650;Budget <500;Moyen;8;0,292595455;72,7;9,1;Positif
B07X963JNS;URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue;900;2499;64;4;36384;Electronics;Mobiles&Accessories;PowerBanks;1599;Mid-range 500-2000;Moyen;8;0,371825;75;0;Positif
B09LD3116F;Qubo Smart Cam 360 from Hero Group | Made in India | 2MP 1080p Full HD | CCTV Wi-Fi Camera | 360 Degree Coverage| Two Way Talk | Mobile App Connectivity | Night Vision | Cloud & SD Card Recording;2490;3990;38;4,1;3606;Electronics;Cameras&Photography;DomeCameras;1500;Premium 2000-10000;Moyen;8;0,53265;100;0;Positif
B08Y5QJTVK;Duracell CR2025 3V Lithium Coin Battery, 5 pcs, 2025 Coin Button Cell Battery, DL2025;116;200;42;4,4;357;Electronics;GeneralPurposeBatteries&BatteryChargers;GeneralPurposeBatteries&BatteryChargers;84;Budget <500;Bon;8;0,49898;90;0;Positif
B00LY1FN1K;Camel Fabrica Acrylic Ultra Color - 15ml each, 10 Shades;200;230;13;4,4;10170;Home&Kitchen;CraftMaterials;Paints;30;Budget <500;Bon;8;0,6427125;100;0;Positif
